property_type,property_bedrooms,property_rooms,property_surface_total,property_surface_covered,latitud,longitud,tipo_precio
Departamento,1.0,2.0,37.0,37.0,-34.6088825,-58.3768414,medio
Departamento,3.0,5.0,131.0,125.0,-34.5908356,-58.3839518,medio
Departamento,1.0,2.0,45.0,39.0,-34.5859383,-58.4180046,alto
Departamento,1.0,1.0,27.0,27.0,-34.5978248,-58.3769826,medio
Departamento,1.0,2.0,31.0,31.0,-34.5552783,-58.4597861,medio
Departamento,3.0,4.0,69.0,69.0,-34.5839517096,-58.4226381043,medio
Departamento,3.0,4.0,133.0,95.0,-34.627343,-58.462462,bajo
Departamento,1.0,2.0,56.0,50.0,-34.5552931549,-58.4585266762,alto
Departamento,1.0,2.0,45.0,43.0,-34.5757526,-58.4200332,alto
Departamento,1.0,2.0,51.0,43.0,-34.5841362,-58.4461247,medio
Departamento,3.0,4.0,145.0,145.0,-34.5696534,-58.4765211,alto
Departamento,2.0,3.0,60.0,56.0,-34.6058992,-58.4150709,medio
Departamento,1.0,1.0,43.0,39.0,-34.6054755,-58.4313146,medio
Departamento,1.0,1.0,27.0,27.0,-34.5864716,-58.4170369,bajo
Departamento,2.0,3.0,61.0,59.0,-34.6284649,-58.3892571,bajo
Departamento,3.0,4.0,110.0,92.0,-34.60553,-58.50793,medio
Departamento,2.0,3.0,67.0,57.0,-34.5799135,-58.4945873,medio
Casa,3.0,4.0,140.0,128.0,-34.5528236507,-58.4764534534,alto
PH,2.0,3.0,61.0,61.0,-34.61691,-58.4569162,medio
Departamento,1.0,2.0,37.0,37.0,-34.6035461,-58.3807063,medio
Departamento,1.0,2.0,37.0,37.0,-34.5703834,-58.4463108,alto
Departamento,1.0,1.0,67.48767170905424,38.0,-34.6142117,-58.3788392,bajo
Departamento,2.0,3.0,75.0,53.0,-34.601311,-58.389644,bajo
Departamento,3.0,4.0,97.0,87.0,-34.543243,-58.4714856,medio
Departamento,2.0,3.0,71.0,38.0,-34.5986665164,-58.3811438084,bajo
Departamento,2.0,3.0,186.0,113.0,-34.5613612,-58.4637579,medio
Departamento,3.0,4.0,73.0,73.0,-34.623358,-58.440913,medio
Departamento,3.0,4.0,101.0,97.0,-34.608123,-58.467776,medio
Departamento,1.0,1.0,31.0,24.0,-34.5962197,-58.4242566,alto
Departamento,1.0,2.0,53.0,53.0,-34.5741222688,-58.4802998105,medio
Departamento,1.0,1.0,41.0,36.0,-34.5794117,-58.4334212,alto
Departamento,1.0,1.0,31.0,26.0,-34.5851641,-58.4210092,medio
PH,2.0,3.0,91.0,82.0,-34.6274347,-58.4084538,medio
Departamento,1.0,2.0,48.0,42.0,-34.6214653,-58.3772963,alto
PH,2.0,3.0,80.0,69.0,-34.6243689,-58.5167585,medio
Departamento,2.0,3.0,75.0,75.0,-34.6220895,-58.375507,bajo
Departamento,3.0,4.0,88.0,80.0,-34.5984985,-58.4399854,medio
Departamento,2.0,3.0,55.0,55.0,-34.5923495596,-58.440448387,bajo
Departamento,3.0,4.0,120.0,100.0,-34.5825211,-58.4236444,alto
Departamento,1.0,2.0,57.0,55.0,-34.6100225,-58.4022408,bajo
Departamento,1.0,2.0,40.0,40.0,-34.570088,-58.4843867,medio
Departamento,1.0,1.0,40.0,35.0,-34.61382,-58.494418,medio
Departamento,1.0,2.0,42.0,38.0,-34.5797132,-58.5131743,alto
Departamento,1.0,3.0,101.0,101.0,-34.5826986,-58.4403733,alto
Departamento,1.0,2.0,52.0,52.0,-34.5636463,-58.4831988,medio
Departamento,2.0,3.0,114.0,68.0,-34.5732613,-58.4842501,medio
Departamento,1.0,2.0,45.0,41.0,-34.6029650902,-58.461463273,medio
PH,2.0,3.0,75.0,75.0,-34.6259992,-58.4799299,alto
Departamento,3.0,4.0,145.0,130.0,-34.5728314,-58.4422837,alto
Departamento,2.0,3.0,70.0,66.0,-34.634221,-58.505308,bajo
Departamento,1.0,1.0,75.0,34.0,-34.6543407,-58.4928022,bajo
Departamento,1.0,1.0,25.0,25.0,-34.5835417,-58.4230304,medio
Departamento,1.0,1.0,30.0,30.0,-34.6002023,-58.3780136,medio
Departamento,2.0,3.0,80.0,60.0,-34.6150657,-58.4750946,medio
Departamento,3.0,3.0,99.39796019730431,75.0,-34.5983002,-58.4385593,bajo
Departamento,1.0,2.0,55.0,51.0,-34.6188515,-58.4456829,alto
Departamento,3.0,4.0,88.0,76.11911343501075,-34.6356417,-58.440173,medio
Departamento,1.0,1.0,37.0,34.0,-34.5553263,-58.4928272,medio
Departamento,2.0,3.0,94.0,94.0,-34.6115679,-58.377221,medio
Departamento,3.0,4.0,111.0,103.0,-34.5896488,-58.3943127,medio
Departamento,1.0,2.0,39.0,36.0,-34.6531125,-58.4735174,bajo
Departamento,3.0,4.0,85.0,80.0,-34.6153697,-58.4588925,medio
Departamento,2.0,3.0,67.0,60.0,-34.6146126,-58.4606431,bajo
Departamento,1.0,2.0,36.0,36.0,-34.6190449233,-58.4315327921,bajo
Departamento,2.0,2.0,60.0,42.0,-34.5768501,-58.4973104,medio
Departamento,3.0,4.0,85.0,74.0,-34.5790338532,-58.4872306386,alto
Departamento,1.0,2.0,50.0,47.0,-34.5670537,-58.4382378,alto
Departamento,1.0,2.0,63.0,61.0,-34.6282053,-58.374628,medio
Departamento,1.0,1.0,54.89126168889159,54.89126168889159,-34.5446649,-58.4801889,bajo
Departamento,2.0,3.0,56.0,56.0,-34.6036826211,-58.4351044893,medio
Departamento,2.0,3.0,84.0,72.0,-34.6345931,-58.3917952,bajo
Departamento,2.0,3.0,62.0,58.0,-34.5536857333,-58.4561873917,medio
PH,3.0,4.0,143.0,82.0,-34.6450384,-58.3759902,bajo
Departamento,1.0,2.0,49.0,40.0,-34.5834992,-58.4053121,alto
Departamento,1.0,1.0,21.0,21.0,-34.588085,-58.4006049,medio
Departamento,1.0,2.0,99.39796019730431,75.0,-34.5903835,-58.4035182,medio
Departamento,2.0,3.0,102.847721114953,79.0,-34.6046695,-58.4239091,bajo
Departamento,4.0,5.0,184.0,118.57481692724905,-34.5667503,-58.4359251,medio
Departamento,2.0,3.0,65.94743447332866,65.94743447332866,-34.5913355,-58.4258415,alto
PH,2.0,3.0,50.0,50.0,-34.615233,-58.491812,medio
Departamento,1.0,2.0,36.0,36.0,-34.6078573,-58.4417399,medio
Departamento,3.0,4.0,102.0,93.0,-34.5675361,-58.4457105,alto
Departamento,1.0,1.0,40.0,28.0,-34.6265273,-58.4643887,bajo
Departamento,1.0,1.0,22.0,22.0,-34.5924083,-58.4141088,alto
Departamento,1.0,1.0,25.0,23.0,-34.6033992,-58.388202,medio
Departamento,1.0,1.0,41.0,35.0,-34.5566767,-58.4752762,medio
Departamento,1.0,1.0,33.0,31.0,-34.5604,-58.458619,medio
Departamento,1.0,2.0,47.0,40.0,-34.6104257246,-58.414646246,medio
Departamento,1.0,1.0,100.0,60.0,-34.5879127168,-58.3993748333,alto
Departamento,2.0,3.0,63.0,63.0,-34.6335816,-58.4605864,medio
Departamento,1.0,2.0,35.0,35.0,-34.5983632,-58.4152996,medio
Departamento,1.0,1.0,36.0,33.0,-34.6178651,-58.4332011,medio
Departamento,1.0,2.0,50.0,42.0,-34.6011593,-58.3981059,medio
Departamento,1.0,2.0,82.0,40.0,-34.5704493,-58.5031868,bajo
Departamento,1.0,2.0,44.0,41.0,-34.653897606,-58.4843230248,bajo
Departamento,2.0,3.0,62.0,54.0,-34.6080385,-58.5170348,alto
Casa,3.0,4.0,150.0,150.0,-34.6183945,-58.5259783,medio
Departamento,1.0,2.0,37.0,37.0,-34.6238375141,-58.4284424555,bajo
PH,3.0,4.0,167.0,135.0,-34.6382894,-58.4722059,bajo
Departamento,1.0,1.0,52.68002713200418,52.68002713200418,-34.5905168,-58.4165081,medio
Departamento,1.0,2.0,44.0,38.0,-34.6074971596,-58.4202630206,medio
Departamento,3.0,4.0,140.0,140.0,-34.6045882,-58.4563956,bajo
Departamento,2.0,3.0,56.0,56.0,-34.578577,-58.4484936,medio
Departamento,1.0,1.0,30.0,30.0,-34.594201,-58.403728,medio
Departamento,1.0,2.0,62.0,58.0,-34.6046706,-58.3627293,alto
Departamento,4.0,5.0,91.0,87.0,-34.6271671,-58.4517587,medio
Departamento,2.0,3.0,100.0,94.0,-34.5899691,-58.3879839,alto
Departamento,2.0,3.0,87.0,67.0,-34.6295501941,-58.4088778497,bajo
PH,3.0,4.0,110.0,94.0,-34.6088584,-58.4747976,medio
Casa,2.0,4.0,145.0,70.0,-34.6297329,-58.5008066,medio
Departamento,1.0,2.0,44.0,41.0,-34.5700432,-58.4888771,medio
Departamento,1.0,1.0,33.0,30.0,-34.6308641,-58.466791,medio
Departamento,1.0,2.0,39.0,39.0,-34.5995119,-58.4052907,bajo
Departamento,2.0,3.0,95.0,75.0,-34.6037277,-58.4196482,bajo
Departamento,1.0,2.0,37.0,32.0,-34.5517259,-58.4580143,medio
Departamento,2.0,3.0,91.0,85.0,-34.5509374,-58.4576629,alto
Departamento,1.0,2.0,50.0,43.0,-34.5991745,-58.4120035,medio
Departamento,1.0,2.0,51.0,46.0,-34.6086689,-58.4405856,medio
Departamento,1.0,1.0,39.0,35.0,-34.5902038,-58.4366334,alto
Departamento,2.0,3.0,75.0,55.0,-34.5470603,-58.4678142,medio
Departamento,3.0,4.0,96.0,92.0,-34.6232663,-58.4442905,bajo
Departamento,2.0,3.0,59.0,59.0,-34.6272462,-58.3648206,bajo
Departamento,1.0,2.0,30.0,30.0,-34.6335432,-58.422992,medio
Departamento,1.0,2.0,53.0,51.0,-34.5768583,-58.4868344,alto
Departamento,2.0,3.0,52.0,47.0,-34.606297,-58.420001,medio
Departamento,1.0,2.0,26.0,26.0,-34.5910562,-58.4317511,medio
Departamento,1.0,2.0,55.0,51.0,-34.5719740885,-58.4329895278,alto
PH,4.0,5.0,113.0,113.0,-34.5864005327,-58.4441048847,bajo
Departamento,2.0,3.0,42.0,42.0,-34.596907,-58.3742426,bajo
Departamento,1.0,1.0,46.04632346134195,46.04632346134195,-34.5925281,-58.3953043,bajo
Departamento,2.0,3.0,56.0,53.0,-34.6748291911,-58.4760832787,medio
Departamento,2.0,3.0,72.0,72.0,-34.5566529,-58.4627602,medio
Departamento,3.0,4.0,75.0,68.0,-34.55979156,-58.45454788,alto
Departamento,3.0,4.0,98.0,90.0,-34.6243106,-58.4727805,medio
Departamento,2.0,3.0,69.0,58.0,-34.6262159,-58.4199663,medio
Departamento,2.0,3.0,77.0,72.0,-34.6277100291,-58.4742162786,bajo
Departamento,1.0,2.0,44.0,37.0,-34.579052,-58.4562315,alto
Departamento,1.0,2.0,33.0,33.0,-34.625259,-58.390192,bajo
Departamento,1.0,2.0,48.0,41.0,-34.5688712,-58.4884216,alto
Departamento,4.0,5.0,145.0,138.0,-34.6007875,-58.438181,bajo
Departamento,1.0,2.0,55.0,40.0,-34.5679204,-58.4505058,medio
Departamento,3.0,4.0,90.77355790318268,65.0,-34.6414505,-58.3728044,bajo
Departamento,1.0,2.0,54.0,46.0,-34.541616,-58.4733768,medio
Departamento,2.0,3.0,60.0,60.0,-34.6228662,-58.4464377,medio
Departamento,2.0,3.0,67.0,67.0,-34.6112896,-58.4538603,bajo
Departamento,3.0,4.0,104.0,94.0,-34.5519898,-58.4697864,medio
Departamento,1.0,2.0,41.0,37.0,-34.6002247,-58.4129005,medio
Departamento,1.0,2.0,37.0,35.0,-34.6078384,-58.4473453,alto
Departamento,2.0,3.0,120.0,90.0,-34.617757,-58.474538,bajo
Departamento,1.0,1.0,21.0,19.0,-34.5712493,-58.4498947,alto
Departamento,1.0,1.0,64.03791079140558,34.0,-34.6407667,-58.5155022,bajo
Departamento,2.0,3.0,73.0,69.4854097643485,-34.5600325,-58.4842102,medio
Departamento,1.0,2.0,43.0,37.0,-34.6059543,-58.4245627,medio
Departamento,1.0,2.0,36.0,36.0,-34.5985281,-58.3969684,medio
PH,3.0,4.0,97.0,64.0,-34.6301175,-58.4802146,bajo
Departamento,2.0,3.0,87.0,70.0,-34.6094754918,-58.3878707886,alto
Departamento,3.0,4.0,80.0,74.0,-34.6058903177,-58.3989858627,bajo
Departamento,2.0,3.0,89.0,89.0,-34.5769814,-58.4137586,alto
Departamento,1.0,2.0,39.0,39.0,-34.591553,-58.3970025,medio
Departamento,2.0,2.0,52.0,52.0,-34.6042078,-58.3794956,medio
Departamento,1.0,2.0,51.0,47.0,-34.620875,-58.438488,medio
Departamento,3.0,4.0,148.0,139.0,-34.5934143,-58.3844218,alto
Departamento,2.0,3.0,75.0,53.0,-34.601311,-58.389644,bajo
Departamento,1.0,2.0,37.0,37.0,-34.6210106,-58.4004569,bajo
Departamento,1.0,1.0,26.0,26.0,-34.6214573272,-58.3685803413,bajo
Departamento,1.0,2.0,50.0,45.0,-34.5774723,-58.4391531,alto
Departamento,1.0,2.0,33.0,33.0,-34.5714458,-58.4423506,alto
Departamento,1.0,1.0,43.0,43.0,-34.5550545,-58.4510731,alto
Departamento,1.0,1.0,51.0,45.0,-34.5636844,-58.4689892,medio
Departamento,3.0,4.0,141.0,101.0,-34.6263974,-58.4236108,bajo
PH,4.0,5.0,203.0,128.0,-34.5896534,-58.4352344,medio
Departamento,1.0,1.0,24.0,21.0,-34.6282053,-58.374628,medio
Departamento,3.0,4.0,100.0,93.0,-34.5809733,-58.4063352,alto
Departamento,2.0,3.0,69.0,69.0,-34.600853,-58.3740489,bajo
Departamento,1.0,2.0,48.0,44.0,-34.5545188,-58.4915986,medio
PH,2.0,3.0,60.0,56.0,-34.5576168,-58.4806897,alto
Departamento,3.0,4.0,72.0,70.0,-34.5986085,-58.3742066,bajo
Departamento,1.0,1.0,36.0,32.0,-34.613703,-58.4792585,medio
Departamento,2.0,3.0,65.0,61.0,-34.563816,-58.4512117,alto
Departamento,1.0,2.0,44.0,39.0,-34.6145141,-58.463482,medio
Departamento,3.0,4.0,123.0,90.0,-34.5836481647,-58.4109856165,alto
Departamento,3.0,4.0,96.0,96.0,-34.5963753,-58.3872039,medio
Departamento,1.0,1.0,39.0,36.0,-34.6188457,-58.5189123,bajo
Departamento,1.0,2.0,50.0,47.0,-34.5793821,-58.4403375042,alto
Departamento,1.0,1.0,38.0,34.0,-34.5843476,-58.4235887,medio
Departamento,1.0,2.0,55.0,52.0,-34.6176132,-58.4416581,medio
Departamento,1.0,1.0,36.0,35.0,-34.6083,-58.3712,medio
PH,1.0,2.0,103.0,51.0,-34.623757,-58.4826327,bajo
Departamento,3.0,4.0,126.0,123.0,-34.5685723616,-58.4496903419,medio
Departamento,3.0,4.0,110.0,105.0,-34.5955560173,-58.3896398935,medio
PH,1.0,2.0,60.0,30.0,-34.6422470478,-58.426451683,bajo
Departamento,1.0,2.0,53.0,49.0,-34.5976123,-58.4193162,medio
Departamento,3.0,4.0,133.0,121.0,-34.5679161,-58.4521627,medio
Departamento,1.0,1.0,44.0,40.0,-34.6217824,-58.4244518,medio
Departamento,1.0,1.0,52.68002713200418,52.68002713200418,-34.5817116,-58.433053,bajo
Departamento,1.0,2.0,33.0,33.0,-34.629564,-58.41608,medio
Departamento,2.0,3.0,56.0,52.0,-34.6207281,-58.4546198,medio
PH,2.0,3.0,89.0,62.0,-34.6931453,-58.4709717,bajo
Departamento,1.0,1.0,34.0,30.0,-34.6115181,-58.3738937,medio
Departamento,1.0,2.0,43.0,40.0,-34.6055002,-58.4801155,bajo
Departamento,1.0,2.0,58.0,38.0,-34.5797411,-58.4903268,medio
Departamento,2.0,3.0,80.0,80.0,-34.6265590737,-58.440589289,medio
Departamento,1.0,2.0,59.0,36.0,-34.5735631,-58.4226162,medio
Departamento,3.0,4.0,84.0,81.0,-34.5784475,-58.4281632,medio
Departamento,1.0,2.0,52.0,42.0,-34.5899989,-58.4047261,medio
Departamento,3.0,4.0,72.0,62.0,-34.6237933,-58.4022563,medio
Departamento,2.0,3.0,68.0,60.0,-34.6103599,-58.411829,bajo
Departamento,1.0,1.0,25.0,23.0,-34.6020952,-58.4577149,bajo
Departamento,2.0,3.0,77.0,70.0,-34.6216664,-58.4238198,medio
Departamento,2.0,3.0,43.0,43.0,-34.6101223,-58.4059406,bajo
Departamento,2.0,3.0,64.0,56.0,-34.610173,-58.443044,medio
Departamento,1.0,1.0,22.0,22.0,-34.605393,-58.4510083,alto
Departamento,2.0,3.0,61.0,59.0,-34.6185812,-58.3777428,bajo
Departamento,3.0,4.0,75.0,66.0,-34.578703,-58.4646661,medio
Departamento,1.0,1.0,38.0,31.0,-34.5516741,-58.4912123,bajo
Departamento,1.0,1.0,35.0,32.0,-34.6151182406,-58.3782339069,medio
Departamento,2.0,3.0,60.0,55.0,-34.610166,-58.441247,medio
Departamento,3.0,4.0,135.0,115.0,-34.5650125,-58.439861,medio
Departamento,2.0,3.0,80.0,56.0,-34.5700355,-58.5040341,bajo
Departamento,2.0,3.0,65.94743447332866,65.94743447332866,-34.5745835,-58.423848,alto
Departamento,1.0,2.0,89.0,67.0,-34.5662635,-58.4629766,alto
Departamento,3.0,4.0,121.0,121.0,-34.5920707,-58.3955966,alto
PH,3.0,4.0,103.0,79.0,-34.621332,-58.4607204,medio
Departamento,1.0,2.0,60.0,50.0,-34.5410857,-58.4726448,medio
Departamento,1.0,2.0,81.0,48.0,-34.563105,-58.464393,medio
Departamento,3.0,4.0,127.0,115.0,-34.6029581,-58.4373896,medio
Departamento,2.0,3.0,120.0,90.27101459909017,-34.621146,-58.361192,alto
Departamento,1.0,2.0,45.0,41.0,-34.5722889,-58.4427017,medio
Departamento,3.0,4.0,148.0,102.65392811765967,-34.6261437,-58.4360406,medio
Departamento,2.0,3.0,84.0,71.0,-34.5534968,-58.437539,alto
PH,1.0,2.0,29.0,29.0,-34.6036527,-58.4735487,medio
Departamento,2.0,3.0,67.0,63.0,-34.5368546,-58.4663937,alto
Departamento,1.0,2.0,32.0,32.0,-34.5915504,-58.4264468,medio
Departamento,2.0,3.0,88.0,82.0,-34.5694944,-58.4328969,alto
Departamento,1.0,2.0,45.0,41.0,-34.5722889,-58.4427017,medio
Departamento,2.0,3.0,90.0,70.0,-34.6028805,-58.4415958,medio
Departamento,1.0,2.0,45.0,38.0,-34.6320715,-58.4460115,bajo
Departamento,2.0,3.0,70.0,67.0,-34.5987724,-58.4116326,alto
Departamento,1.0,1.0,64.90035102081774,35.0,-34.5876219,-58.4156639,bajo
Departamento,1.0,2.0,51.0,43.0,-34.6305905,-58.4533023,medio
Departamento,2.0,3.0,60.0,57.0,-34.644603,-58.49699,medio
PH,1.0,2.0,58.0,52.0,-34.6351713,-58.4994421,bajo
Departamento,3.0,4.0,99.0,92.0,-34.5676707,-58.432624,medio
Departamento,3.0,4.0,94.0,87.0,-34.6034499,-58.4319902,medio
Departamento,1.0,2.0,46.0,41.0,-34.5630329,-58.4702308,alto
Departamento,1.0,1.0,35.0,32.0,-34.603047,-58.409414,medio
Departamento,1.0,1.0,44.0,40.0,-34.5772607411,-58.4974411583,medio
Departamento,3.0,5.0,105.0,83.63731092842795,-34.5999595,-58.3754815,bajo
PH,2.0,3.0,92.0,69.0,-34.57338333,-58.4998436,medio
Departamento,1.0,2.0,38.0,37.0,-34.6014234,-58.4322874,medio
Departamento,2.0,3.0,73.0,69.4854097643485,-34.5716488,-58.502035,medio
Departamento,2.0,3.0,51.0,51.0,-34.6001778,-58.4307938,bajo
Departamento,4.0,4.0,100.0,95.0,-34.5674397,-58.4322919,medio
Departamento,1.0,1.0,21.0,21.0,-34.5732542,-58.4327553,medio
PH,2.0,3.0,123.0,115.0,-34.5761784,-58.4531024,alto
Departamento,1.0,2.0,39.0,36.0,-34.6125336,-58.4535294,bajo
Departamento,2.0,3.0,63.0,60.0,-34.5803889,-58.4475448,medio
PH,2.0,3.0,85.0,60.0,-34.6145967,-58.4736825,bajo
Departamento,1.0,1.0,37.0,37.0,-34.5948402,-58.43972,medio
Departamento,2.0,3.0,60.0,55.0,-34.5623437103,-58.4580373764,medio
Departamento,1.0,2.0,40.0,37.0,-34.6225704651,-58.4003256605,medio
Departamento,2.0,3.0,53.0,53.0,-34.6281582775,-58.4256362915,bajo
Departamento,2.0,3.0,66.0,63.0,-34.5942762,-58.4168676,medio
Departamento,2.0,3.0,64.0,62.0,-34.6267461,-58.4458029,medio
Departamento,2.0,3.0,83.0,66.0,-34.6066899,-58.5127766,bajo
Departamento,2.0,3.0,53.0,53.0,-34.5594512687,-58.4620978482,medio
Departamento,1.0,2.0,56.0,46.0,-34.5735261,-58.4325156,medio
Departamento,1.0,2.0,55.0,48.0,-34.547218,-58.471342,alto
Departamento,1.0,1.0,47.0,40.0,-34.54457,-58.4620939,alto
Departamento,1.0,2.0,34.0,32.0,-34.597861,-58.4194991,medio
Departamento,2.0,3.0,138.0,98.0,-34.6481779,-58.5051054,medio
Departamento,1.0,2.0,124.0,116.0,-34.6127881,-58.3622795,alto
Departamento,2.0,3.0,72.0,52.0,-34.6202466,-58.4395603,medio
Departamento,1.0,2.0,42.0,38.0,-34.6172594,-58.396148,bajo
Departamento,1.0,2.0,48.0,43.0,-34.6282465,-58.4844109,bajo
Departamento,1.0,2.0,63.17547056199341,33.0,-34.6031426,-58.418787,bajo
Departamento,2.0,3.0,56.0,56.0,-34.670624,-58.4801284,medio
Departamento,1.0,2.0,46.0,42.0,-34.5786504849,-58.4283264534,medio
Departamento,3.0,4.0,81.0,71.0,-34.617578,-58.4661053,bajo
Departamento,3.0,4.0,77.0,74.0,-34.5709673,-58.4309771,alto
Departamento,1.0,1.0,42.0,36.0,-34.5814589,-58.4057485,medio
Departamento,1.0,1.0,39.0,34.0,-34.6251741,-58.3680309,medio
Departamento,3.0,4.0,100.0,86.0,-34.5585337,-58.4660466,medio
PH,1.0,2.0,57.0,47.0,-34.6267633943,-58.503742218,medio
Departamento,1.0,2.0,56.0,53.0,-34.56541,-58.4728,medio
Departamento,1.0,2.0,35.0,30.0,-34.5999597,-58.5039061,bajo
PH,2.0,3.0,110.0,80.0,-34.6201539,-58.476527,medio
Departamento,2.0,3.0,78.0,66.0,-34.6044871,-58.4943389,medio
Departamento,1.0,1.0,52.2377802206267,52.2377802206267,-34.5542878,-58.4485662,bajo
Departamento,3.0,4.0,135.0,135.0,-34.5837837,-58.4147826,alto
Departamento,1.0,2.0,44.0,37.0,-34.580186,-58.428451,medio
Departamento,2.0,3.0,75.0,73.0,-34.6111533,-58.3935077,medio
Departamento,1.0,1.0,37.0,37.0,-34.6222186,-58.3844274,bajo
Departamento,1.0,1.0,34.0,30.0,-34.585058,-58.4542779,medio
Departamento,1.0,1.0,51.795533309249215,51.795533309249215,-34.5438638022,-58.4614326603,bajo
Departamento,1.0,2.0,50.0,42.0,-34.6224147,-58.4736451,medio
Departamento,2.0,4.0,186.0,170.0,-34.5921884,-58.3790738,alto
Departamento,1.0,2.0,34.0,34.0,-34.6027711338,-58.3808602405,medio
Departamento,1.0,2.0,49.0,46.0,-34.6117439798,-58.4327813259,medio
Departamento,2.0,3.0,64.0,64.0,-34.6194012,-58.4420108,bajo
Departamento,1.0,2.0,60.0,60.0,-34.590146,-58.400191,medio
Departamento,3.0,4.0,81.0,76.0,-34.5490493,-58.4705305,alto
Departamento,1.0,2.0,65.0,51.0,-34.6111355,-58.4874222,bajo
Departamento,4.0,4.0,134.0,127.0,-34.6258143,-58.4571399,bajo
Departamento,1.0,2.0,51.0,47.0,-34.5724683446,-58.4818017483,medio
Departamento,2.0,3.0,61.52496535955383,61.52496535955383,-34.5710413,-58.4347796,medio
Departamento,2.0,3.0,84.0,84.0,-34.629733,-58.450726,medio
Departamento,2.0,3.0,79.0,61.0,-34.5731898,-58.4869094,medio
Departamento,1.0,1.0,39.0,35.0,-34.5991959,-58.4836201,medio
Departamento,1.0,1.0,35.0,32.0,-34.5532444,-58.451765,alto
Departamento,2.0,3.0,85.0,83.0,-34.6048826,-58.446263,alto
Departamento,1.0,2.0,39.0,37.0,-34.566266,-58.451986,medio
Departamento,3.0,4.0,99.0,89.0,-34.624851,-58.434546,alto
Departamento,2.0,3.0,76.0,70.0,-34.5618179,-58.4677893,medio
Departamento,1.0,2.0,34.0,34.0,-34.5781562,-58.4719862,bajo
Departamento,3.0,4.0,161.0,129.0,-34.618883,-58.432488,medio
PH,3.0,4.0,131.0,111.0,-34.5759281,-58.455463,alto
Departamento,2.0,3.0,100.0,100.0,-34.5914764,-58.5161975,medio
Departamento,3.0,4.0,83.0,78.0,-34.614753,-58.4766043,medio
Departamento,2.0,3.0,68.0,65.0,-34.6044676,-58.4147628,medio
Departamento,1.0,2.0,70.0,56.0,-34.5829039,-58.4735375,medio
Departamento,1.0,3.0,111.0,53.0,-34.5790939,-58.4558951,bajo
PH,1.0,2.0,88.0,55.0,-34.5810527,-58.4619018,alto
Departamento,1.0,1.0,34.0,31.0,-34.6252774,-58.3790216,bajo
Departamento,4.0,6.0,206.0,189.0,-34.5683913,-58.4459547,medio
Departamento,1.0,2.0,62.0,58.0,-34.6265926,-58.3724178,alto
Departamento,1.0,2.0,42.0,42.0,-34.60857,-58.3975865,medio
Departamento,3.0,4.0,68.0,66.0,-34.5942772,-58.5040124,bajo
PH,3.0,4.0,149.0,96.0,-34.6352941,-58.417107,medio
Departamento,2.0,3.0,64.0,58.0,-34.6114471,-58.4078458,bajo
Departamento,1.0,2.0,50.0,50.0,-34.6033231,-58.4183102,alto
PH,4.0,5.0,130.0,130.0,-34.6549545,-58.4855529,medio
Departamento,1.0,2.0,49.0,46.0,-34.5815579,-58.4650758,bajo
Departamento,1.0,1.0,35.0,33.0,-34.5908613,-58.4250368,alto
PH,1.0,2.0,35.0,33.0,-34.6568124,-58.5102271,medio
Casa,3.0,4.0,182.1922222208721,171.0,-34.5551376619,-58.4760718418,medio
Departamento,1.0,1.0,18.0,18.0,-34.6335632,-58.4239197,medio
Departamento,3.0,4.0,75.0,70.0,-34.5887669,-58.4224738,medio
Casa,3.0,4.0,105.0,105.0,-34.6354471,-58.3909058,alto
Departamento,3.0,4.0,91.0,91.0,-34.5816778,-58.4110341,alto
Departamento,3.0,4.0,85.0,80.0,-34.5678314,-58.4522354,medio
Departamento,2.0,3.0,55.0,45.0,-34.5735505,-58.4327571,alto
Departamento,1.0,2.0,40.0,40.0,-34.5870794,-58.4052027,medio
Departamento,1.0,1.0,33.0,27.0,-34.581372,-58.408388,medio
Departamento,2.0,3.0,70.0,65.0,-34.563294,-58.4705083,medio
Departamento,2.0,3.0,95.0,72.0,-34.5845871,-58.4005128,alto
Departamento,2.0,3.0,63.0,63.0,-34.6419043,-58.5065317,medio
Departamento,1.0,1.0,26.0,26.0,-34.5905601,-58.4391057,medio
Departamento,2.0,3.0,65.0,61.0,-34.6207624,-58.4671717,bajo
Departamento,2.0,3.0,48.0,48.0,-34.5920707,-58.4130783,medio
Departamento,2.0,3.0,56.0,56.0,-34.5781774,-58.4147392,alto
Departamento,2.0,3.0,86.0,78.0,-34.565608,-58.459224,medio
Departamento,3.0,4.0,78.0,78.0,-34.6087176,-58.4186194,bajo
Departamento,2.0,3.0,67.0,64.0,-34.579825,-58.4411891,alto
Departamento,2.0,3.0,70.0,65.0,-34.604363828,-58.4371753928,medio
Departamento,1.0,1.0,34.0,32.0,-34.579396162,-58.4919824307,medio
Departamento,1.0,2.0,43.0,43.0,-34.5995119,-58.4052907,bajo
Departamento,1.0,2.0,57.0,57.0,-34.5680294,-58.4768942,medio
Departamento,1.0,1.0,31.0,30.0,-34.5932175,-58.3900927,alto
Departamento,2.0,4.0,79.0,79.0,-34.633702,-58.449669,bajo
Departamento,2.0,3.0,77.0,71.25439740985843,-34.5657344,-58.4649426,alto
Departamento,1.0,2.0,30.0,30.0,-34.589915,-58.447827,medio
Departamento,1.0,1.0,42.0,38.0,-34.6054815,-58.4313038,medio
